exercise_id,exercise_name,movement_pattern,aether_pattern,aether_node,contraindicated_populations,load_standard_band,load_band_primary,load_band_range,plyo_contacts,e_node,intensity_vmax,fv_zones,is_plyometric,is_sprint
EX_01222,Lunge - Multi Planer (MB),Lunge,Lunge-Unilateral,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01223,Lunge - with Rotation,Lunge,Lunge-Unilateral,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01224,Lunge Assisted with Core Activation with FMT,Lunge,Lunge-Unilateral,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01225,Lunge Forward Assisted with Cable Bar,Lunge,Lunge-Unilateral,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01226,Lunge Forward Assisted with Toe Lift and Cable Bar,Lunge,Lunge-Unilateral,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01227,Lunge Forward Double Arm Down with Two KB,Lunge,Lunge-Unilateral,B,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01228,Lunge Forward Double Arm Overhead with Two DB,Lunge,Lunge-Unilateral,B,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01229,Lunge Forward Double Arm Overhead with Two KB,Lunge,Lunge-Unilateral,B,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01230,Lunge Forward Double Arm Up with Cable Bar,Lunge,Lunge-Unilateral,B,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01231,Lunge Forward Double Arm Up with Two DB,Lunge,Lunge-Unilateral,B,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01232,Lunge Forward Double Arm Up with Two KB,Lunge,Lunge-Unilateral,B,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01233,Lunge Forward Goblet with One KB,Lunge,Lunge-Unilateral,B,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01234,Lunge Forward Resisted with Cable Bar,Lunge,Lunge-Unilateral,B,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01235,Lunge Forward Resisted with FMT,Lunge,Lunge-Unilateral,B,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01236,Lunge Forward Single Arm Down with One DB,Lunge,Lunge-Unilateral,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01237,Lunge Forward Single Arm Down with One KB,Lunge,Lunge-Unilateral,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01238,Lunge Forward Single Arm Overhead with One DB,Lunge,Lunge-Unilateral,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01239,Lunge Forward Single Arm Overhead with One KB,Lunge,Lunge-Unilateral,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01240,Lunge Forward Single Arm Up with One DB,Lunge,Lunge-Unilateral,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01241,Lunge Forward Single Arm Up with One KB,Lunge,Lunge-Unilateral,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01242,Lunge Forward with Core Engagement with Cable Bar,Lunge,Lunge-Unilateral,B,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01243,Lunge Forward with Lateral Shift with Cable Bar,Lunge,Lunge-Unilateral,B,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01244,Lunge Forward with Rotational Shift with Cable Bar,Lunge,Lunge-Unilateral,B,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01245,Lunge Rotational Correction with FMT,Lunge,Lunge-Unilateral,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01246,Lunge to Press & Chase (Medicine Ball),Lunge,Lunge-Unilateral,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01247,Lunge with Valgus Correction with FMT,Lunge,Lunge-Unilateral,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01248,Lying Leg Curl (Prone),Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01249,Lying Leg Raises,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01250,Lying Opposites (Stability Ball),Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01251,Marches Box Jumps,Jump,Plyometric-Landing,D,R2P1,Band1,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_01252,Marching Double Arm down with Two DB,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01253,Massage Bar - Adductor,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01254,Massage Bar - Arch,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01255,Massage Bar - Biceps,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01256,Massage Bar - Calf,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01257,Massage Bar - Forearm,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01258,Massage Bar - Glute Max,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01259,Massage Bar - Hamstring,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01260,Massage Bar - Hip Flexor,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01261,Massage Bar - IT Band,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01262,Massage Bar - Latissmus Dorsi,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01263,Massage Bar - Low Back (Quadratis Lumborum),Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01264,Massage Bar - Mid Back,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01265,Massage Bar - Neck,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01266,Massage Bar - Peroneals,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01267,Massage Bar - Quadriceps,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01268,Massage Bar - TFL,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01269,Massage Bar - Tibialis Anterior,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01270,Massage Bar - Triceps,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01271,Massage Bar - Upper Back,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01272,Massage Bar - VMO,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01273,MB Chest Pass - 1 Leg Squat to Single Limb Stance,Squat,Squat-Bilateral,B,,Band1,Band_1,0-2,,E0,,Zone_6,False,False
EX_01274,MB Chest Pass - Bent Over (To Ground),Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01275,MB Overhead Slam - 1 Leg,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01276,MB Perpendicular Shot to Base,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01277,Med Ball Chop,Hop,Plyometric-Landing,D,R2P1,Band1,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_01278,Medial Hop - Continuous Over Hurdle,Deadlift,Hinge-Bilateral,B,,Band1,Band_1,0-2,1.0,E2,,Zone_3,True,False
EX_01279,Medial Hop - Countermovement to Stabilize Over Hurdle,Deadlift,Hinge-Bilateral,B,,Band1,Band_1,0-2,1.0,E2,,Zone_3,True,False
EX_01280,Medial Hop - Double Contact Continuous Over Hurdle,Deadlift,Hinge-Bilateral,B,,Band1,Band_1,0-2,1.0,E2,,Zone_3,True,False
EX_01281,Medial Hop - Double Contact to Stabilize Over Hurdle,Deadlift,Hinge-Bilateral,B,,Band1,Band_1,0-2,1.0,E2,,Zone_3,True,False
EX_01282,"Plyometrics, Hop, Lateral",Hop,Plyometric-Landing,D,R2P1,Band1,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_01283,Medial Hop - Non-Countermovement to Box,Hop,Plyometric-Landing,D,R2P1,Band1,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_01284,Medial Hop Hop Bound - Quick/Stabilize Over Hurdle,Deadlift,Hinge-Bilateral,B,,Band1,Band_1,0-2,1.0,E2,,Zone_3,True,False
EX_01285,Medicine Ball Chest Pass - Kneeling,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01286,Medicine Ball Chest Pass - Low Split,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01287,Medicine Ball Chest Pass - Single Leg,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01288,Medicine Ball Chest Pass - Standing,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01289,Medicine Ball Granny Toss - Reverse,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01290,Medicine Ball Granny Toss - Vertical,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01291,Medicine Ball Overhead Pass - Kneeling,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01292,Medicine Ball Overhead Pass - Standing,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01293,Medicine Ball Overhead Slam,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01294,Medicine Ball Overhead Slam - Rotational,Joint_Mobility,Joint-Rotation,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01295,Medicine Ball Parallel Rotational Throw - Kneeling,Row,Pull-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01296,Medicine Ball Parallel Rotational Throw - Kneeling NCM,Row,Pull-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01297,Medicine Ball Parallel Rotational Throw - Low Split,Row,Pull-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01298,Medicine Ball Parallel Rotational Throw - Standing,Row,Pull-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01299,Medicine Ball Parallel Rotational Throw - Standing NCM,Row,Pull-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01300,Medicine Ball Perpendicular Rotational Throw - Kneeling,Row,Pull-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01301,Medicine Ball Perpendicular Rotational Throw - Kneeling NCM,Row,Pull-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01302,Medicine Ball Perpendicular Rotational Throw - Low Split,Row,Pull-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01303,Medicine Ball Perpendicular Rotational Throw - Standing,Row,Pull-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01304,Medicine Ball Perpendicular Rotational Throw - Standing NCM,Row,Pull-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01305,Medicine Ball Perpendicular Rotational Throw - Standing w/ Step,Row,Pull-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01306,Medicine Ball Squat to Press Throw,Squat,Squat-Bilateral,B,,Band1,Band_1,0-2,,E0,,Zone_6,False,False
EX_01307,Meditation,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01308,Mid Thigh Pull - Isometric,Pull,Pull-Horizontal,C,,Band1,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_01309,Mini Band - 1 Leg Hip Extension 45 Degrees (Knees),Bridge,Hip-Movement,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01310,Mini Band - 2 Leg External Rotation,Joint_Mobility,Joint-Rotation,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01311,Mini Band - Bent Leg Walk (Ankles),Walk,Locomotion-Linear,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01312,Mini Band - Bent Leg Walk (Knees and Ankles),Walk,Locomotion-Linear,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01313,Mini Band - Bent Leg Walk (Knees),Walk,Locomotion-Linear,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01314,Mini Band - External Rotation,Joint_Mobility,Joint-Rotation,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01315,Mini Band - External Rotation (Vibration),Joint_Mobility,Joint-Rotation,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01316,Mini Band - Lateral Bent Leg (Ankles),Other,Foot-Ankle-Work,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01317,Mini Band - Lateral Bent Leg (Knees and Ankles),Other,Foot-Ankle-Work,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01318,Mini Band - Lateral Bent Leg (Knees),Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01319,Mini Band - Lateral Straight Leg (Ankles),Other,Foot-Ankle-Work,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01320,Mini Band - Lateral Straight Leg (Knees and Ankles),Other,Foot-Ankle-Work,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01321,Mini Band - Lateral Straight Leg (Knees),Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01322,Mini Band - Quadruped Lateral Tap (Wrists),Other,Hand-Finger-Mobility,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01323,Mini Band - Seated Tibial Rotation (Knees),Joint_Mobility,Joint-Rotation,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01324,Mini Band - Straight Leg Walk (Ankles),Walk,Locomotion-Linear,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01325,Mini Band - Straight Leg Walk (Knees and Ankles),Walk,Locomotion-Linear,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01326,Mini Band - Straight Leg Walk (Knees),Walk,Locomotion-Linear,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01327,Mini Band - Tibial Rotation (Knees),Joint_Mobility,Joint-Rotation,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01328,Miniband - Lateral Staggered Stance,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01329,Miniband - 3 Way Hip,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01330,Miniband Leg Swings - Anterior Lateral,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01331,Miniband Leg Swings - Lateral,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01332,Miniband Leg Swings - Posterior Lateral,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01333,Miniband Staggered - Linear,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01334,Mirror Drill,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01335,Monkey Foot Single Leg Hamstring Curls,Other,Foot-Ankle-Work,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01336,Mountain Climber Assisted with FMT,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01337,Mountain Climber from Floor,Joint_Mobility,Joint-Mobility,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01338,Mountain Climber from Incline,Joint_Mobility,Joint-Mobility,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01339,Mountain Climber Resisted with FMT,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01340,MQ - Hip ER,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01341,MQ - Hip IR,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01342,MQ - lateral pillar bridge,Bridge,Core-Stability,B,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01343,MQ - OH press,Press,Push-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01344,MQ - plank w/ diagonal arm lift,Plank,Core-Stability,B,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01345,MQ - Quadruped w rotation,Joint_Mobility,Joint-Rotation,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01346,MQ - Single Leg Squat,Squat,Squat-Bilateral,B,,Band1,Band_1,0-2,,E0,,Zone_6,False,False
EX_01347,MQ - Squat,Squat,Squat-Bilateral,B,,Band1,Band_1,0-2,,E0,,Zone_6,False,False
EX_01348,Multi Planer Bound - Quick/Stabilize (MB),Bound,Plyometric-Landing,D,R2P1,Band1,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_01349,Multiple Jumps Box,Jump,Plyometric-Landing,D,R2P1,Band1,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_01350,Multiple Jumps Long,Jump,Plyometric-Landing,D,R2P1,Band1,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_01351,Neck - Flexion to Extension,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01352,Neck Flexibility - Forward Flexion w/ Assistance (Arm Behind Back),Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01353,Neck Flexibility - Forward Flexion w/ Resistance (Arm Behind Back),Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01354,Neck Flexibility - Lateral Flexion (Arm Behind Back),Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01355,Neck Flexibility - Lateral Flexion w/ Assistance (Arm Behind Back),Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01356,Neck Flexibility - Lateral Flexion w/ Resistance (Arm Behind Back),Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01357,Neck Flexibility - Rotation (Arm Behind Back),Joint_Mobility,Joint-Rotation,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01358,Neck Lateral Flexion - Standing,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01359,Neck Rotations - Standing,Joint_Mobility,Joint-Rotation,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01360,Neck Rotations - Supine Shoulder Flexion/Extension Tubing,Joint_Mobility,Joint-Rotation,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01361,Nerve Glide - Median,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01362,Nerve Glide - Radial,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01363,Nostril Breathing - Alternating,Breathing_Work,Breathing-Work,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01364,Oblique Crunch - 2 Point,Run,Locomotion-Linear,A,,Band1,Band_1,0-2,,E0,90.0,Zone_4,False,True
EX_01365,Open Half Kneeling Ankle Mobility with KB,Mobility,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_01366,Open Half-Kneeling Ankle Mobility,Mobility,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_01367,Ostrich Walk,Walk,Locomotion-Linear,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01368,OTIS Chop from Single Leg with FMT,Hop,Plyometric-Landing,D,R2P1,Band1,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_01369,OTIS Lift from Single Leg with FMT,Joint_Mobility,Joint-Mobility,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01370,Overhead carry - 1 Arm Dumbbell,Carry,Complex-Movement,C,,Band2,Band_2,1-3,,E0,,Zone_5,False,False
EX_01371,Overhead carry - 1 Arm Kettlebell,Carry,Complex-Movement,C,,Band2,Band_2,1-3,,E0,,Zone_5,False,False
EX_01372,Overhead carry - 1 Arm Kettlebell (bottoms up),Carry,Complex-Movement,C,,Band2,Band_2,1-3,,E0,,Zone_5,False,False
EX_01373,Overhead carry - 1 Arm Kettlebell (bottoms up) w/ Counterbalance,Carry,Complex-Movement,C,,Band2,Band_2,1-3,,E0,,Zone_5,False,False
EX_01374,Overhead carry - Dumbbell,Carry,Complex-Movement,C,,Band1,Band_2,1-3,,E0,,Zone_5,False,False
EX_01375,Overhead Circumduction - 2 Arm Kettlebell,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01376,Overhead Deep Squat with FMT,Squat,Squat-Bilateral,B,,Band1,Band_1,0-2,,E0,,Zone_6,False,False
EX_01377,Overhead Lift - 1 Leg Balance Tubing,Balance,Balance-Proprioception,A,,,Band_1,0-2,,E0,,Zone_8,False,False
EX_01378,Overhead March Single Arm with One KB,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01379,Overhead Position Static Hold from Symmetrical Stance with One KB,Joint_Mobility,Joint-Mobility,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01380,Overhead Press - 1 Arm - 1/2 Kneeling Landmine,Press,Push-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01381,Overhead Press - 1 Arm high split Dumbbell,Press,Push-Horizontal,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01382,Overhead Press - 1 Arm high split Kettlebell,Press,Push-Horizontal,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01383,Overhead Press - 1 Arm Kettlebell,Press,Push-Horizontal,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01384,Overhead Press - Front Foot Elevated Alternating Dumbbell,Press,Push-Horizontal,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01385,Overhead Press - Front Foot Elevated Dumbbell,Press,Push-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01386,Overhead Press - Half Kneeling 1 Arm Dumbbell (Contra),Press,Push-Horizontal,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01387,Overhead Press - Half Kneeling 1 Arm Kettlebell,Press,Push-Horizontal,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01388,Overhead Press - Half Kneeling 1 Arm Kettlebell (Contra),Press,Push-Horizontal,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01389,Overhead Press - Half Kneeling Alternating Dumbbell,Press,Push-Horizontal,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01390,Overhead Press - Half Kneeling Dumbbell,Press,Push-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01391,Overhead Press - High Split 1 Arm Dumbbell (Contra),Press,Push-Horizontal,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01392,Overhead Press - High Split 1 Arm Landmine,Press,Push-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01393,Overhead Press - High Split Alternating Dumbbell,Press,Push-Horizontal,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01394,Overhead Press - High Split Dumbbell,Press,Push-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01395,Overhead Press - Inverted 1 Leg (TRX),Press,Push-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01396,Overhead Press - Kneeling w/ Plantar Flexion 1 Arm KB,Press,Push-Horizontal,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01397,Overhead Press - Low Split 1 Arm Dumbbell (Contra),Press,Push-Horizontal,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01398,Overhead Press - Low Split 1 Arm Landmine,Press,Push-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01399,Overhead Press - Low Split Dumbbell,Press,Push-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01400,Overhead Press - Seated Alternating Dumbbell,Press,Push-Horizontal,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01401,Overhead Press - Seated Barbell,Press,Push-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01402,Overhead Press - Seated Dumbbell,Press,Push-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01403,Overhead Press - Standing 1 Arm Kettlebell (Bottoms Up),Press,Push-Horizontal,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01404,Overhead Press - Standing Alternating Dumbbell,Press,Push-Horizontal,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01405,Overhead Press - Standing Barbell,Press,Push-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01406,Overhead Press - Standing Dumbbell,Press,Push-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01407,Overhead Press - Standing Kettlebell,Press,Push-Horizontal,C,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01408,Overhead Press - Tall Kneeling 1 Arm Kettlebell,Press,Push-Horizontal,C,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01409,Overhead Reach - Seated,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01410,Overhead Reach to Lateral Flexion - Seated,Other,Other,A,,Band1,Band_1,0-2,,E0,,Zone_5,False,False
EX_01411,Overhead Rotations Single Arm from Symmetrical Stance with One KB,Joint_Mobility,Joint-Rotation,A,,Band1,Band_0,0-0,,E0,,Zone_8,False,False
EX_01412,Overhead Split Squat,Squat,Squat-Bilateral,B,,Band1,Band_1,0-2,,E0,,Zone_6,False,False
EX_01413,Overhead Squat (Band),Squat,Squat-Bilateral,B,,Band1,Band_1,0-2,,E0,,Zone_6,False,False
EX_01414,Overhead Squat (Dowel),Squat,Squat-Bilateral,B,,Band1,Band_1,0-2,,E0,,Zone_6,False,False
EX_01415,Overhead Squat - 1 Arm Kettlebell,Squat,Squat-Bilateral,B,,Band2,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01416,Overhead Squat - Barbell,Squat,Squat-Bilateral,B,,Band1,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_01417,Overhead Squat - Hands Clasped (Bodyweight),Squat,Squat-Bilateral,B,,Band1,Band_1,0-2,,E0,,Zone_6,False,False
